"stk","yr","marCatch","frfnCatch","totalCatch","totalRun"
18,2000,0.020586,0.002632,0.023218,0.065856
18,2001,0.006197,0.004259,0.010456,0.141937
18,2002,0.025214,0.003876,0.02909,0.11937
18,2003,0.041975,0.003195,0.045171,0.1234
18,2004,0.089082,0.007138,0.09622,0.159989
18,2005,0.01312,0.001798,0.014918,0.07695
18,2006,0.028913,0.001136,0.030049,0.068865
18,2007,0.002393,0.000328,0.002721,0.04455
18,2008,0.001857,0.000465,0.002322,0.022221
18,2009,0.00149,9.8e-05,0.001587,0.032621
18,2010,0.002266,0.000491,0.002757,0.019575
18,2011,0.008302,0.001606,0.009908,0.065905
18,2012,0.004633,0.001518,0.006152,0.08419
18,2013,0.004202,0.0027,0.006903,0.077226
18,2014,0.018341,0.00148,0.019821,0.056317
18,2015,0.00515,0.00105,0.006201,0.054918
19,1952,0.055719,8.2e-05,0.055801,0.081595
19,1953,0.097119,3.7e-05,0.097156,0.118186
19,1954,0.233947,3.3e-05,0.23398,0.26278
19,1955,0.043401,2.6e-05,0.043427,0.049022
19,1956,0.015412,9e-06,0.015421,0.018007
19,1957,0.020298,1.5e-05,0.020313,0.024106
19,1958,0.13121,1.5e-05,0.131225,0.145926
19,1959,0.175962,0.00093,0.176892,0.20476
19,1960,0.02215,0.000288,0.022438,0.039648
19,1961,0.052935,0.001979,0.054914,0.097687
19,1962,0.009978,0.000379,0.010357,0.018519
19,1963,0.021757,0.000897,0.022654,0.044912
19,1964,0.0036,0.000144,0.003744,0.005946
19,1965,0.04266,0.001058,0.043718,0.058752
19,1966,0.092128,0.001212,0.09334,0.125986
19,1967,0.092845,0.000217,0.093062,0.11361
19,1968,0.013076,0.000319,0.013395,0.018774
19,1969,0.051911,0.000191,0.052102,0.067061
19,1970,0.05016,0.000368,0.050528,0.063194
19,1971,0.063705,0.000202,0.063907,0.067697
19,1972,0.001784,5e-06,0.001789,0.003135
19,1973,0.020634,7.9e-05,0.020713,0.023773
19,1974,0.092266,0.000904,0.09317,0.11009
19,1975,0.017413,7.1e-05,0.017484,0.023471
19,1976,0.027893,4.3e-05,0.027936,0.033066
19,1977,0.009209,0.000103,0.009312,0.011558
19,1978,0.037127,0.000341,0.037468,0.057185
19,1979,0.100318,0.003027,0.103345,0.149051
19,1980,0.011905,8.9e-05,0.011994,0.01726
19,1981,0.011805,0,0.011805,0.014998
19,1982,0.025331,0.000127,0.025458,0.034647
19,1983,0.01952,8.2e-05,0.019602,0.023841
19,1984,0.012074,0.000102,0.012176,0.013443
19,1985,0.004576,4e-06,0.00458,0.009679
19,1986,0.024964,0.000267,0.025231,0.032536
19,1987,0.008324,0,0.008324,0.013552
19,1988,0.003683,3.5e-05,0.003718,0.005262
19,1989,0.013459,0,0.013459,0.016393
19,1990,0.002703,9e-06,0.002712,0.007227
19,1991,0.028844,0.000863,0.029707,0.044707
19,1992,0.001999,0,0.001999,0.002312
19,1993,0.07154,9e-06,0.071549,0.074807
19,1994,0.062502,0.000156,0.062658,0.072173
19,1995,0.015434,0.001979,0.017413,0.034173
19,1996,0.002713,0.000294,0.003282,0.017864
19,1997,0.000904,0.000161,0.001065,0.004737
19,1998,0.003049,9.5e-05,0.003151,0.021993
19,1999,0.006141,0.000477,0.006836,0.051335
19,2000,5.5e-05,0.000777,0.000832,0.014859
19,2001,0.011585,0.005662,0.017247,0.090043
19,2002,0.01005,0.001474,0.011524,0.062988
19,2003,0.016919,0.007286,0.026568,0.082606
19,2004,0.020223,0.002825,0.023049,0.057832
19,2005,0.019429,0.013051,0.032479,0.421084
19,2006,0.062329,0.008902,0.071231,0.20811
19,2007,0.011111,0.003827,0.014938,0.191374
19,2008,0.002965,0.003741,0.006706,0.041515
19,2009,0.004345,0.002045,0.006397,0.400256
19,2010,0.270104,0.047977,0.326546,1.303044
19,2011,0.183016,0.084828,0.288504,1.39206
19,2012,0.012552,0.013371,0.025923,0.144097
19,2013,0.011024,0.011125,0.022149,0.379416
19,2014,0.441637,0.064723,0.523388,1.32245
19,2015,0.017821,0.003694,0.021517,0.18678
